Fri Dec 30 04:14:57 2022    output.dat

         41282251 function calls (40571362 primitive calls) in 85.856 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\pikac\AppData\Local\Programs\Python\Python37\lib\codecs.py:260(__init__)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\_virtualenv.py:54(find_spec)
        2    0.000    0.000    0.000    0.000 C:\Users\pikac\AppData\Local\Programs\Python\Python37\lib\urllib\parse.py:394(_checknetloc)
        2    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\numpy\core\numerictypes.py:652(<listcomp>)
        3    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\formats\format.py:948(__init__)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\parsers\readers.py:1383(_extract_dialect)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\parsers\readers.py:1479(_validate_skipfooter)
        2    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\nanops.py:192(_get_fill_value)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\indexes\base.py:2410(_is_multi)
        3    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\indexes\range.py:351(is_unique)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\formats\format.py:562(is_truncated_vertically)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\formats\format.py:595(_initialize_formatters)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\parsers\base_parser.py:873(_validate_usecols_arg)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:719(find_spec)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\_distutils_hack\__init__.py:77(find_spec)
        1    0.000    0.000    0.000    0.000 C:\Users\pikac\AppData\Local\Programs\Python\Python37\lib\enum.py:633(value)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\parsers\readers.py:443(_validate_names)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:909(get_filename)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\base.py:308(ndim)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\internals\managers.py:1686(is_consolidated)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\formats\format.py:676(_adjust_max_rows)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\common.py:118(__enter__)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\parsers\readers.py:1076(__enter__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:424(has_location)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:719(create_module)
        1    0.000    0.000    0.000    0.000 {function FrozenList.__getitem__ at 0x000001E6008A9048}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        1    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_bool}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.ord}


